course_id,module_id,title,scenario_setting,scenario_problem,practice_steps,checklist,video_script
ASTI,ASTI-M5,"Behaviour, Wellbeing and Confidence as Learning Barriers",Grade 6 mathematics lesson after lunch.,One learner jokes loudly and refuses work; the barrier may be anxiety or conceptual confusion.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Marcus]
[PROFILE: Male, 45–55, intervention specialist, grey jacket]
[SETTING: intervention planning room with progress charts]
[STYLE: analytical, humane, structured. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Behaviour, Wellbeing and Confidence as Learning Barriers. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Grade 6 mathematics lesson after lunch. The problem is: One learner jokes loudly and refuses work; the barrier may be anxiety or conceptual confusion. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Lower voice and avoid public confrontation. Step 2: Privately ask: show me the first step you understand. Step 3: Give a visual scaffold and a 3-question success path. Step 4: Record the pattern and check whether it repeats before escalation.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
ASTI,ASTI-M6,Retired Teacher and Specialist Mentor Deployment,Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Marcus]
[PROFILE: Male, 45–55, intervention specialist, grey jacket]
[SETTING: intervention planning room with progress charts]
[STYLE: analytical, humane, structured. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Retired Teacher and Specialist Mentor Deployment. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
ASTI,ASTI-M7,"Parent, Teacher and Support Team Communication",Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Marcus]
[PROFILE: Male, 45–55, intervention specialist, grey jacket]
[SETTING: intervention planning room with progress charts]
[STYLE: analytical, humane, structured. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Parent, Teacher and Support Team Communication. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
ASTI,ASTI-M8,Intervention Impact Review and Case Closure,Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Marcus]
[PROFILE: Male, 45–55, intervention specialist, grey jacket]
[SETTING: intervention planning room with progress charts]
[STYLE: analytical, humane, structured. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Intervention Impact Review and Case Closure. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SELD,SELD-M1,"Vision, Mission and Finnish-Inspired School Readiness Audit",School leadership team reviewing a Finnish-inspired transformation pilot.,Teachers feel overloaded because too many reforms were introduced at once.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Vision, Mission and Finnish-Inspired School Readiness Audit. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: School leadership team reviewing a Finnish-inspired transformation pilot. The problem is: Teachers feel overloaded because too many reforms were introduced at once. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Select one pilot area: formative feedback in Grade 4–6. Step 2: Provide one template and one coaching meeting. Step 3: Observe practice, collect examples and review workload. Step 4: Scale only what evidence shows is working.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SELD,SELD-M2,CCE SDP-Inspired Phase Development Framework,School leadership team reviewing a Finnish-inspired transformation pilot.,Teachers feel overloaded because too many reforms were introduced at once.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to CCE SDP-Inspired Phase Development Framework. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: School leadership team reviewing a Finnish-inspired transformation pilot. The problem is: Teachers feel overloaded because too many reforms were introduced at once. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Select one pilot area: formative feedback in Grade 4–6. Step 2: Provide one template and one coaching meeting. Step 3: Observe practice, collect examples and review workload. Step 4: Scale only what evidence shows is working.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SELD,SELD-M3,"Leadership Development, Shared Leadership and Teacher Professionalism",School leadership team reviewing a Finnish-inspired transformation pilot.,Teachers feel overloaded because too many reforms were introduced at once.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Leadership Development, Shared Leadership and Teacher Professionalism. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: School leadership team reviewing a Finnish-inspired transformation pilot. The problem is: Teachers feel overloaded because too many reforms were introduced at once. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Select one pilot area: formative feedback in Grade 4–6. Step 2: Provide one template and one coaching meeting. Step 3: Observe practice, collect examples and review workload. Step 4: Scale only what evidence shows is working.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SELD,SELD-M4,"Faculty Training, Happiness and Classroom Implementation",Secondary department using AI to create differentiated reading tasks.,AI-generated material contains errors and lacks active learning.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Faculty Training, Happiness and Classroom Implementation. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Secondary department using AI to create differentiated reading tasks. The problem is: AI-generated material contains errors and lacks active learning. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Write prompt with objective, learner needs and review criteria. Step 2: Check output for accuracy, bias, privacy and reading level. Step 3: Add discussion, movement, self-assessment and teacher feedback. Step 4: Store reviewed prompt and example in a safe-use folder.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SELD,SELD-M5,"Learning Spaces, SEL and Student Engagement",Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Learning Spaces, SEL and Student Engagement. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SELD,SELD-M6,Project-Based and Phenomenon-Based Learning Across the School,Lower-secondary interdisciplinary project on local food waste.,Students are excited but at risk of producing posters without real inquiry.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Project-Based and Phenomenon-Based Learning Across the School. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Lower-secondary interdisciplinary project on local food waste. The problem is: Students are excited but at risk of producing posters without real inquiry. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Start with: Why does our school throw away food, and what can reduce waste? Step 2: Students collect data, interview staff, calculate waste and research decomposition. Step 3: Use checkpoint cards: evidence, explanation, solution, reflection. Step 4: Students present a pilot action plan to school leadership.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SELD,SELD-M7,"EdTech, AI, Equity and Responsible Innovation",Secondary department using AI to create differentiated reading tasks.,AI-generated material contains errors and lacks active learning.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to EdTech, AI, Equity and Responsible Innovation. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Secondary department using AI to create differentiated reading tasks. The problem is: AI-generated material contains errors and lacks active learning. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Write prompt with objective, learner needs and review criteria. Step 2: Check output for accuracy, bias, privacy and reading level. Step 3: Add discussion, movement, self-assessment and teacher feedback. Step 4: Store reviewed prompt and example in a safe-use folder.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SELD,SELD-M8,"Quality, Sustainability, Accreditation-Readiness and Evidence Portfolio",Secondary department using AI to create differentiated reading tasks.,AI-generated material contains errors and lacks active learning.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Quality, Sustainability, Accreditation-Readiness and Evidence Portfolio. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Secondary department using AI to create differentiated reading tasks. The problem is: AI-generated material contains errors and lacks active learning. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Write prompt with objective, learner needs and review criteria. Step 2: Check output for accuracy, bias, privacy and reading level. Step 3: Add discussion, movement, self-assessment and teacher feedback. Step 4: Store reviewed prompt and example in a safe-use folder.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SISU-101,SISU-101-M1,Finnish-Inspired ECE Foundations and the SISU Box Concept,"KG2 classroom with story stones, counting beads, emotion cards and movement dice.",Worksheets are passive; children need active language and social play.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Finnish-Inspired ECE Foundations and the SISU Box Concept. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: KG2 classroom with story stones, counting beads, emotion cards and movement dice. The problem is: Worksheets are passive; children need active language and social play. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Convert worksheet into a shop role-play station. Step 2: Children sort objects, count items, use polite language and negotiate turns. Step 3: Teacher observes language/social skills and adds one prompt. Step 4: Teacher writes a short learning story instead of ranking children.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SISU-101,SISU-101-M2,"Play Pedagogy, Movement and Active Learning Stations","KG2 classroom with story stones, counting beads, emotion cards and movement dice.",Worksheets are passive; children need active language and social play.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Play Pedagogy, Movement and Active Learning Stations. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: KG2 classroom with story stones, counting beads, emotion cards and movement dice. The problem is: Worksheets are passive; children need active language and social play. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Convert worksheet into a shop role-play station. Step 2: Children sort objects, count items, use polite language and negotiate turns. Step 3: Teacher observes language/social skills and adds one prompt. Step 4: Teacher writes a short learning story instead of ranking children.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
